as.character(comp),Name,Protein_Classification,
Compound_3979,Dopamine D3 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D4 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D4 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D3 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D3 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D2 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D4 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D2 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D2 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3979,Dopamine D2 receptor,GPCR,Clc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
Compound_3982,P-glycoprotein 1,Transporter,O=C(OC(C)(C)C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC=C5)=NN42
Compound_3982,P-glycoprotein 1,Transporter,O=C(OC(C)(C)C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC=C5)=NN42
Compound_3982,P-glycoprotein 1,Transporter,O=C(OC(C)(C)C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC=C5)=NN42
Compound_4018,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(NN=C4)C4=C3)=CC=N2
Compound_4018,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(NN=C4)C4=C3)=CC=N2
Compound_4018,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(NN=C4)C4=C3)=CC=N2
Compound_4023,Heat shock protein HSP 90-alpha,Other,O=C1C(C=CC=C2)=C2C(C(NC(C3=CC=CC=C3)=O)=C1C4=CC=CC=C4)=O
Compound_4034,Kappa opioid receptor,GPCR,O=S(NCC1=CC=C(C(NCCN(CC2=CC=CC=C2)C(C)C)=O)C=C1)(C3=CC=C(C(C)CC)C=C3)=O
Compound_4034,Kappa opioid receptor,GPCR,O=S(NCC1=CC=C(C(NCCN(CC2=CC=CC=C2)C(C)C)=O)C=C1)(C3=CC=C(C(C)CC)C=C3)=O
Compound_4068,Kappa opioid receptor,GPCR,ClC(C=C1)=C(Cl)C=C1CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4
Compound_4068,Kappa opioid receptor,GPCR,ClC(C=C1)=C(Cl)C=C1CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4
Compound_4132,Transthyretin,Transporter,OC1=C(OC2=CC(Cl)=CC=C2O)C=C(Cl)C=C1
Compound_4165,Kappa opioid receptor,GPCR,O=C(NCCN(CC1=CC=C(Br)C=C1)C(C)C)C2=CC=C(CNS(C3=CC=C(C)C=C3)(=O)=O)C=C2
Compound_4165,Kappa opioid receptor,GPCR,O=C(NCCN(CC1=CC=C(Br)C=C1)C(C)C)C2=CC=C(CNS(C3=CC=C(C)C=C3)(=O)=O)C=C2
Compound_4166,Kappa opioid receptor,GPCR,CCC(C(NC1CCCCC1)=O)(C)N(C(C2=CC=CC=N2)=O)CC3=CC=CO3
Compound_4183,Apoptotic protease-activating factor 1,Other,O=C1C(NC2=CC=CC=C2)=C(N3CCCCC3)C(C4=C1C=CC=C4)=O
Compound_4217,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=C(OC)C=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4217,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=C(OC)C=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4217,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=C(OC)C=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4217,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=C(OC)C=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4224,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Oxidoreductases,O=C(N(CCCCC)C(N1)=O)C2=C1C=C(C(NCCCN3CCC(C)CC3)=O)C=C2
Compound_4229,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(NN=C4)C4=C3)=CC=N2
Compound_4229,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(NN=C4)C4=C3)=CC=N2
Compound_4229,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(NN=C4)C4=C3)=CC=N2
Compound_4234,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=CC=C6OC)=NN53
Compound_4250,TAR DNA-binding protein 43,Other,ClC1=CC=C(C2CC(C3=CC=C(C)C=C3)=CC(C2)=O)C=C1
Compound_4252,Kappa opioid receptor,GPCR,O=S(C1=CC=C(C)C=C1)(NCC2=CC=C(C(NCCN(CC3=CC=CC=C3)CC(C)C)=O)C=C2)=O
Compound_4252,Kappa opioid receptor,GPCR,O=S(C1=CC=C(C)C=C1)(NCC2=CC=C(C(NCCN(CC3=CC=CC=C3)CC(C)C)=O)C=C2)=O
Compound_4286,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=CC=C1CNC2=NC=CC(C3=CC(OCO4)=C4C=C3)=N2
Compound_4286,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=CC=C1CNC2=NC=CC(C3=CC(OCO4)=C4C=C3)=N2
Compound_4294,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=C(Cl)C=C3)=O)=C2
Compound_4294,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=C(Cl)C=C3)=O)=C2
Compound_4299,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4299,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4299,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4299,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4299,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4329,Dual specificity protein kinase CLK4,Kinase,FC1=CN=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2)=C1
Compound_4356,Beta-glucocerebrosidase,Hydrolases,FC(C=CC=C1)=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_4381,Apoptotic protease-activating factor 1,Other,O=C1C(NC2=CC=CC=C2)=C(N3CCOCC3)C(C4=C1C=CC=C4)=O
Compound_4396,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2
Compound_4404,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC1=CC(CNC2=NC=NC=C2C3=CC(OCO4)=C4C=C3)=CC(Cl)=C1
Compound_4458,Serotonin 6 (5-HT6) receptor,GPCR,O=S(C1=CC=CC2=CC=CC=C21)(NCCCCCCN3CCCC3)=O
Compound_4458,Serotonin 7 (5-HT7) receptor,GPCR,O=S(C1=CC=CC2=CC=CC=C21)(NCCCCCCN3CCCC3)=O
Compound_4458,Serotonin 6 (5-HT6) receptor,GPCR,O=S(C1=CC=CC2=CC=CC=C21)(NCCCCCCN3CCCC3)=O
Compound_4458,Serotonin 7 (5-HT7) receptor,GPCR,O=S(C1=CC=CC2=CC=CC=C21)(NCCCCCCN3CCCC3)=O
Compound_4458,Serotonin 6 (5-HT6) receptor,GPCR,O=S(C1=CC=CC2=CC=CC=C21)(NCCCCCCN3CCCC3)=O
Compound_4458,Serotonin 6 (5-HT6) receptor,GPCR,O=S(C1=CC=CC2=CC=CC=C21)(NCCCCCCN3CCCC3)=O
Compound_4521,P-glycoprotein 1,Transporter,COC1=CC(C2=NN3C(N=C(C4=CC=CC=C4)C=C3N5CCN(C(C6=COC=C6)=O)CC5)=C2)=CC=C1
Compound_4521,P-glycoprotein 1,Transporter,COC1=CC(C2=NN3C(N=C(C4=CC=CC=C4)C=C3N5CCN(C(C6=COC=C6)=O)CC5)=C2)=CC=C1
Compound_4521,P-glycoprotein 1,Transporter,COC1=CC(C2=NN3C(N=C(C4=CC=CC=C4)C=C3N5CCN(C(C6=COC=C6)=O)CC5)=C2)=CC=C1
Compound_4541,TAR DNA-binding protein 43,Other,FC(C=C1)=CC=C1[C@H](CC(C2=CC=CC(F)=C2OC)=C3)CC3=O
Compound_4560,Runt-related transcription factor 1/Core-binding factor subunit beta,Other,C1(C2=NC=CC=C2)=NC(C3=NC=CC=C3)=CC=C1
Compound_4603,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=COC=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_4603,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=COC=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_4603,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=COC=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_4623,Geminin,Other,O=C(N1C(OCC1)=O)[C@@H]2N(C3=CC=CC=C3)N=C(C4=CC=C(F)C=C4)[C@H]2C5=CC=CC=C5
Compound_4626,Dual specificity protein kinase CLK4,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NCC4=CC=CN=C4)=N1
Compound_4626,Dual specificty protein kinase CLK1,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NCC4=CC=CN=C4)=N1
Compound_4626,Dual specificty protein kinase CLK1,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NCC4=CC=CN=C4)=N1
Compound_4626,Dual specificity protein kinase CLK4,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NCC4=CC=CN=C4)=N1
Compound_4626,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NCC4=CC=CN=C4)=N1
Compound_4649,Transitional endoplasmic reticulum ATPase,Transporter,OCC(COP(O)(O)=O)O.NC1=NC2=C(C=CC=C2)N1C3=NC(C(OC)=CC=C4)=C4C(NCC5=CC=CC=C5)=N3
Compound_4654,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Oxidoreductases,O=C(N(CC)C(N1)=O)C2=C1C=C(C(NCCCN3CCC(C)CC3)=O)C=C2
Compound_4660,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C(C1=C(O)C(N(CC2=CC=CO2)C1C3=CC(Cl)=CC=C3)=O)C4=CC=C(C)O4
Compound_4671,Mannose-6-phosphate isomerase,Isomerases,ClC1=NSS/C1=N\C2=CC=C(Cl)C=C2
Compound_4671,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1,Transporter,ClC1=NSS/C1=N\C2=CC=C(Cl)C=C2
Compound_4698,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C(NC(NNC(C1=NC=CN=C1)=O)=S)C2=CC=C(Cl)C=C2
Compound_4717,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(OC)=C6)=NN53
Compound_4717,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(OC)=C6)=NN53
Compound_4717,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(OC)=C6)=NN53
Compound_4735,Arachidonate 5-lipoxygenase,Oxidoreductases,O=C(N(C)O)CC1=CC=C(OCC2=CC=CC=C2)C=C1
Compound_4735,Arachidonate 5-lipoxygenase,Oxidoreductases,O=C(N(C)O)CC1=CC=C(OCC2=CC=CC=C2)C=C1
Compound_4735,Arachidonate 5-lipoxygenase,Oxidoreductases,O=C(N(C)O)CC1=CC=C(OCC2=CC=CC=C2)C=C1
Compound_4764,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CO3)=O)=C2
Compound_4769,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_4769,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_4769,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_4769,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_4772,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4772,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4772,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4772,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4772,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=C(OC)C=CC=C1)NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2
Compound_4780,Acyl coenzyme A:cholesterol acyltransferase,Lipase,O=C1N(CC2=CC=C(Cl)C=C2)C3=CC=CC=C3C1=O
Compound_4787,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C1N(C2=CC=CC=C2)SC3=C1C=C(C#N)C=C3
Compound_4806,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Oxidoreductases,O=C(N(CCCC)C(N1)=O)C2=C1C=C(C(NCCCN3CCC(C)CC3)=O)C=C2
Compound_4812,P-glycoprotein 1,Transporter,CC(N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC(OC)=C5)=NN24)=O
Compound_4812,P-glycoprotein 1,Transporter,CC(N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC(OC)=C5)=NN24)=O
Compound_4812,P-glycoprotein 1,Transporter,CC(N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC(OC)=C5)=NN24)=O
Compound_4814,Putative hexokinase HKDC1,Kinase,O=C1C=C(NC2=CC=CC=C2)C(C3=CC=CC=C31)=O
Compound_4838,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC(S(N(C)C)(=O)=O)=C2)SC3=CC=CC=C31
Compound_4838,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=CC(S(N(C)C)(=O)=O)=C2)SC3=CC=CC=C31
Compound_4838,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC(S(N(C)C)(=O)=O)=C2)SC3=CC=CC=C31
Compound_4838,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=CC(S(N(C)C)(=O)=O)=C2)SC3=CC=CC=C31
Compound_4887,Serine/threonine protein phosphatase PP1-alpha catalytic subunit,Phosphatase,COC1=CC=C(SC2=NC(C3=NC=CC=C3)=NC=C2OC)C=C1
Compound_4896,Lysine-specific demethylase 4A,Oxidoreductases,O=C1OC2=C(C(CC(N3CCCC3)=O)C4=CC=C(OC)C=C4)C(OC)=CC(OC)=C2C(C5=CC=CC=C5)=C1
Compound_4961,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4961,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4961,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4961,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4961,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4961,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4961,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_4985,Heat shock protein HSP 90-alpha,Other,OC1=C2N=CC=CC2=C(Cl)C=C1C(C3=CC=C(C)C=C3)N4CCN(C)CC4
Compound_4991,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C(CN1C(C2=CC=CC=C2S1)=O)NC3=CC=CC=C3
Compound_4992,P-glycoprotein 1,Transporter,O=C(C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC=C5)=NN42
Compound_4992,P-glycoprotein 1,Transporter,O=C(C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC=C5)=NN42
Compound_4992,P-glycoprotein 1,Transporter,O=C(C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=CC=C5)=NN42
Compound_4994,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC=C2)SC3=CC(OC)=CC=C31
Compound_4994,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC3=CC(OC)=CC=C31
Compound_4994,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC=C2)SC3=CC(OC)=CC=C31
Compound_4994,Macrophage migration inhibitory factor,Isomerases,O=C1N(C2=CC=CC=C2)SC3=CC(OC)=CC=C31
Compound_4994,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC3=CC(OC)=CC=C31
Compound_5054,Serine/threonine protein phosphatase PP1-alpha catalytic subunit,Phosphatase,COC1=CN=C(C2=NC=CC=C2)N=C1SC3=CC=CC=C3
Compound_5066,Transitional endoplasmic reticulum ATPase,Transporter,O=C(O)/C=C\C(O)=O.NC1=NC2=C(C=CC=C2)N1C3=NC(C(OC)=CC=C4)=C4C(NCC5=CC=CC=C5)=N3
Compound_5070,Dihydroorotate dehydrogenase,Oxidoreductases,CC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_5070,Dihydroorotate dehydrogenase,Oxidoreductases,CC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_5070,Dihydroorotate dehydrogenase,Oxidoreductases,CC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_5079,Lysine-specific demethylase 4D-like,Other,OC1=C2N=CC=CC2=C(Cl)C=C1[N+]([O-])=O
Compound_5081,Serine/threonine protein phosphatase PP1-alpha catalytic subunit,Phosphatase,COC1=CN=C(C2=NC=CC=C2)N=C1SC3=CC=CC=C3Cl
Compound_5202,Neuropeptide Y receptor type 5,GPCR,ClC1=CC=C(NC2=C3C=CC=CC3=NC(NC4=CC=C(Cl)C=C4)=N2)C=C1
Compound_5202,Neuropeptide Y receptor type 5,GPCR,ClC1=CC=C(NC2=C3C=CC=CC3=NC(NC4=CC=C(Cl)C=C4)=N2)C=C1
Compound_5202,Neuropeptide Y receptor type 5,GPCR,ClC1=CC=C(NC2=C3C=CC=CC3=NC(NC4=CC=C(Cl)C=C4)=N2)C=C1
Compound_5206,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=CC=C6)=NN53
Compound_5206,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=CC=C6)=NN53
Compound_5206,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=CC=C6)=NN53
Compound_5208,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Histone acetyltransferase GCN5,Transferases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Lysine-specific demethylase 4A,Oxidoreductases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Ataxin-2,Other,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Macrophage migration inhibitory factor,Isomerases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Macrophage migration inhibitory factor,Isomerases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Vitamin D receptor,NHR,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,Serine/threonine-protein kinase PLK1,Kinase,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5208,"Glutaminase kidney isoform, mitochondrial",Hydrolases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC=C3
Compound_5209,P-glycoprotein 1,Transporter,O=C(C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC(OC)=CC=C5)=NN42
Compound_5209,P-glycoprotein 1,Transporter,O=C(C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC(OC)=CC=C5)=NN42
Compound_5209,P-glycoprotein 1,Transporter,O=C(C)N(CC1)CCN1C2=CC(C3=CC=CO3)=NC4=CC(C5=CC(OC)=CC=C5)=NN42
Compound_5226,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(C=NN4)C4=C3)=CC=N2
Compound_5256,Replication protein A 70 kDa DNA-binding subunit,Other,O=C(C1=NN(C2=CC=C(C)C=C2)C(C3=CC=C(Cl)C=C3)=C1)O
Compound_5268,Lysine-specific demethylase 4C,Oxidoreductases,O=C(C1=NC(C)=NN(C)C1=N2)N(C)C2=O
Compound_5284,Kappa opioid receptor,GPCR,CC1=CC=C(S(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=CC=C3)=O)C=C2)(=O)=O)C=C1
Compound_5284,Kappa opioid receptor,GPCR,CC1=CC=C(S(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=CC=C3)=O)C=C2)(=O)=O)C=C1
Compound_5332,Nuclear factor NF-kappa-B p100/p49 subunits,Other,OC1=CC(C2=CSC(NC3=CC=CC=C3)=N2)=CC=C1O
Compound_5335,Nuclear factor NF-kappa-B p100/p49 subunits,Other,COC1=CC=C(N=C(NC(C2=CC=C(Br)S2)=O)S3)C3=C1
Compound_5345,Dual specificity phosphatase Cdc25B,Phosphatase,O=C1NC(NC2=CC=CC=C2)=CC3=C1C=CC=C3
Compound_5345,Dual specificity phosphatase Cdc25B,Phosphatase,O=C1NC(NC2=CC=CC=C2)=CC3=C1C=CC=C3
Compound_5382,SUMO-activating enzyme subunit 1,Other,O=C(C1=CC(C2=CC=CO2)=NC3=CC=CC=C13)NC4=CC=C(OC)C=C4
Compound_5382,Lysine-specific demethylase 4A,Oxidoreductases,O=C(C1=CC(C2=CC=CO2)=NC3=CC=CC=C13)NC4=CC=C(OC)C=C4
Compound_5382,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1,Transporter,O=C(C1=CC(C2=CC=CO2)=NC3=CC=CC=C13)NC4=CC=C(OC)C=C4
Compound_5382,SUMO-activating enzyme,Ligases,O=C(C1=CC(C2=CC=CO2)=NC3=CC=CC=C13)NC4=CC=C(OC)C=C4
Compound_5395,Dual specificity protein kinase CLK4,Kinase,BrC(N=C1)=CC=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2
Compound_5396,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=C(F)C=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_5396,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=C(F)C=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_5396,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=C(F)C=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_5417,Muscarinic acetylcholine receptor M5,GPCR,O=C1N(CC2=CC=C(Cl)N=C2)C3=CC=C(OC(F)(F)F)C=C3C1=O
Compound_5417,Muscarinic acetylcholine receptor M5,GPCR,O=C1N(CC2=CC=C(Cl)N=C2)C3=CC=C(OC(F)(F)F)C=C3C1=O
Compound_5427,Apoptotic protease-activating factor 1,Other,O=C(C(NC1=CC=C(C)C=C1)=C/C2=N/S(C3=CC=CS3)(=O)=O)C4=C2C=CC=C4
